timestamp	X_coordinate	Y_coordinate
2020-04-26 11:42:58.104506	-12.871250163013562	139.81079114700788
2020-04-26 11:43:04.678553	125.5045818975635	86.058683546916654
2020-04-26 11:43:05.002940	144.26938704470993	84.641325962203908
2020-04-26 11:43:05.297139	195.21126602908092	145.52956769933439
2020-04-26 11:43:05.486016	-70.384959441758426	108.89674958303605
2020-04-26 11:43:05.815744	9.5449690238875302	147.26419785239219
2020-04-26 11:43:06.138793	135.08783213280824	89.288244206326254
2020-04-26 11:43:06.368261	141.2904323031139	107.5230963706456
2020-04-26 11:43:06.628623	88.167426488503295	127.37560764791799
2020-04-26 11:43:06.896737	136.72637747993582	79.291348657749381
2020-04-26 11:43:07.170637	149.11898360558496	110.80480334639817
2020-04-26 11:43:07.437049	109.68180217444564	151.49582170698645
2020-04-26 11:43:07.706097	-23.835147766736199	155.49094973725323
2020-04-26 11:43:07.955319	116.21128450502803	89.640511870321362
2020-04-26 11:43:08.330375	37.644280742486096	232.43239572924526
2020-04-26 11:43:08.533032	114.30995448239437	112.77304249836588
2020-04-26 11:43:08.824172	92.681924083201011	171.75191389706342
2020-04-26 11:43:09.035637	18.215787540766929	176.12697319580187
2020-04-26 11:43:09.298703	-3.2242671014456081	130.3223687244402
2020-04-26 11:43:09.586262	-46.02956660423996	69.475886098574705
2020-04-26 11:43:09.950317	119.86568259824426	71.591668202129497
2020-04-26 11:43:10.294898	-46.02956660423996	69.475886098574705
2020-04-26 11:43:10.571218	213.40663161325512	125.04342145573241
2020-04-26 11:43:10.862467	-40.572044007645253	85.575716923981815
2020-04-26 11:43:11.134803	115.75308182708589	69.792144497591195
2020-04-26 11:43:11.441790	-48.514598850570344	70.561857755457552
2020-04-26 11:43:11.720551	-53.453195328364266	72.7327271427027
2020-04-26 11:43:12.059603	-61.217143749706281	76.239065466823376
2020-04-26 11:43:12.366296	34.499941446425929	-83.672073743160311
2020-04-26 11:43:12.609713	34.499993351868824	-93.928860704735953
2020-04-26 11:43:12.887464	-46.02956660423996	69.475886098574705
2020-04-26 11:43:13.284099	45.116154452369834	-80.2643861562794
2020-04-26 11:43:13.643622	41.048043488890229	-88.980131995109986
2020-04-26 11:43:13.908733	44.388004230740499	-184.49846697546474
2020-04-26 11:43:14.140555	222.90711983959443	101.86804578439779
2020-04-26 11:43:14.498751	56.368781944800666	-112.63832227136734
2020-04-26 11:43:14.718958	41.589464550054906	-178.50077540359078
2020-04-26 11:43:15.006556	220.53153117806406	60.311311605364217
2020-04-26 11:43:15.324012	209.03485419373024	39.791885659590079
2020-04-26 11:43:15.541725	161.68755522721449	-16.107688644607812
2020-04-26 11:43:15.789606	-46.02956660423996	69.475886098574705
2020-04-26 11:43:16.032543	34.500023679051672	-119.2874193279785
2020-04-26 11:43:16.383939	-49.694707360114997	71.078093783442753
2020-04-26 11:43:16.739258	-49.088873259408707	70.812778776231511
2020-04-26 11:43:16.982306	130.74770516080278	76.483940230940888
2020-04-26 11:43:17.221532	122.72190752346094	72.85192016939763
2020-04-26 11:43:17.559941	-46.02956660423996	69.475886098574705
2020-04-26 11:43:17.946811	167.60049591660723	94.872058316406097
