drive name,time,left_enc,right_enc,euler_x,euler_y,euler_z,mag_x,mag_y,mag_z,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
acceleration_sample_1,1595172313.669019,0,0,,,,,,,0.57,9.56,1.76,-0.0625,-0.25,0.0625
acceleration_sample_1,1595172313.739023,0,0,,,,,,,0.56,9.62,1.74,-0.125,0.0,0.0
acceleration_sample_1,1595172313.809012,0,0,,,,,,,0.56,9.52,1.75,-0.1875,-0.0625,0.0
acceleration_sample_1,1595172313.879489,0,0,,,,,,,0.53,9.63,1.76,-0.125,0.125,-0.0625
acceleration_sample_1,1595172313.949416,0,0,,,,,,,0.55,9.52,1.74,-0.0625,0.0,-0.0625
acceleration_sample_1,1595172314.020099,0,0,,,,,,,0.57,9.57,1.77,-0.0625,0.0625,0.0625
acceleration_sample_1,1595172314.090304,0,0,,,,,,,0.56,9.61,1.74,0.0625,-0.125,-0.0625
acceleration_sample_1,1595172314.159861,0,0,,,,,,,0.56,9.52,1.75,0.125,0.1875,0.0
acceleration_sample_1,1595172314.229882,0,0,,,,,,,0.56,9.63,1.8,0.0,0.0625,-0.0625
acceleration_sample_1,1595172314.299836,0,0,,,,,,,0.54,9.52,1.73,0.0,-0.125,0.0625
acceleration_sample_1,1595172314.369814,0,0,,,,,,,0.57,9.6,1.76,-0.0625,-0.125,0.125
acceleration_sample_1,1595172314.439813,0,0,,,,,,,0.57,9.57,1.75,0.1875,0.1875,-0.0625
acceleration_sample_1,1595172314.510935,0,0,,,,,,,0.54,9.55,1.75,0.25,0.0625,0.0625
acceleration_sample_1,1595172314.58089,0,0,,,,,,,0.54,9.62,1.77,0.0,-0.125,0.0
acceleration_sample_1,1595172314.65094,0,0,,,,,,,0.55,9.51,1.74,-0.0625,0.1875,0.0
acceleration_sample_1,1595172314.7211,0,0,,,,,,,0.55,9.62,1.77,-0.1875,-0.0625,0.0
acceleration_sample_1,1595172314.790606,0,0,,,,,,,0.57,9.55,1.73,0.125,-0.0625,0.0
acceleration_sample_1,1595172314.86061,0,0,,,,,,,0.55,9.57,1.75,-0.0625,0.0,-0.0625
acceleration_sample_1,1595172314.930631,0,0,,,,,,,0.55,9.59,1.76,-0.1875,-0.1875,0.0
acceleration_sample_1,1595172315.000612,0,0,,,,,,,0.54,9.52,1.74,0.0625,0.0,-0.0625
acceleration_sample_1,1595172315.070623,0,0,,,,,,,0.57,9.66,1.78,0.125,-0.3125,0.0
acceleration_sample_1,1595172315.141599,0,0,,,,,,,0.57,9.52,1.73,-0.0625,0.0,0.0625
acceleration_sample_1,1595172315.211678,0,0,,,,,,,0.56,9.58,1.74,0.0,0.0,-0.0625
acceleration_sample_1,1595172315.281783,0,0,,,,,,,0.55,9.58,1.75,0.0625,-0.1875,0.0
acceleration_sample_1,1595172315.351313,0,0,,,,,,,0.55,9.53,1.73,-0.0625,-0.1875,0.0
acceleration_sample_1,1595172315.421362,0,0,,,,,,,0.55,9.61,1.78,-0.25,0.0625,-0.0625
acceleration_sample_1,1595172315.492024,0,0,,,,,,,0.56,9.54,1.72,0.0,0.0625,0.125
acceleration_sample_1,1595172315.561713,0,0,,,,,,,0.57,9.6,1.75,0.0625,0.0,0.0
acceleration_sample_1,1595172315.631676,0,0,,,,,,,0.56,9.56,1.75,0.125,0.0625,0.0625
acceleration_sample_1,1595172315.7017,0,0,,,,,,,0.57,9.54,1.76,0.125,0.0625,0.1875
acceleration_sample_1,1595172315.771723,0,0,,,,,,,0.55,9.6,1.76,0.25,0.125,0.0625
acceleration_sample_1,1595172315.841752,0,0,,,,,,,0.57,9.5,1.76,0.0625,0.0625,-0.0625
acceleration_sample_1,1595172315.91272,0,0,,,,,,,0.57,9.63,1.77,-0.0625,-0.0625,0.0625
acceleration_sample_1,1595172315.982225,0,0,,,,,,,0.54,9.53,1.77,-0.125,0.0,0.0
acceleration_sample_1,1595172316.052541,0,0,,,,,,,0.57,9.58,1.76,-0.125,0.0625,0.0
acceleration_sample_1,1595172316.122123,0,0,,,,,,,0.54,9.58,1.77,0.0,-0.0625,0.0625
acceleration_sample_1,1595172316.192201,0,0,,,,,,,0.54,9.54,1.75,0.1875,0.0,0.0625
acceleration_sample_1,1595172316.262676,0,0,,,,,,,0.57,9.61,1.77,-0.125,0.1875,-0.0625
