drive name,time,left_enc,right_enc,euler_x,euler_y,euler_z,mag_x,mag_y,mag_z,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
sample_drive_3,2020-05-31 08:10:52.537309,9,-9,7.75,0.3125,92.3125,-3.6875,-6.5,14.5,0.1,9.61,-0.37,0.0625,0.0625,-0.125
sample_drive_3,2020-05-31 08:10:54.553238,9,-9,7.75,0.3125,92.3125,-3.25,-6.0625,15.25,0.1,9.62,-0.39,0.0,0.0625,-0.25
sample_drive_3,2020-05-31 08:10:56.569450,9,-9,7.75,0.3125,92.3125,-3.6875,-5.375,15.6875,0.1,9.6,-0.39,0.0,0.0625,0.0
sample_drive_3,2020-05-31 08:10:58.584702,9,-9,7.75,0.3125,92.3125,-4.0,-6.0625,14.0625,0.09,9.63,-0.4,-0.0625,0.0,-0.0625
sample_drive_3,2020-05-31 08:11:00.600484,9,-9,7.75,0.3125,92.3125,-3.25,-5.375,14.5,0.09,9.61,-0.36,0.125,0.0,-0.0625
sample_drive_3,2020-05-31 08:11:02.615792,9,-9,7.75,0.3125,92.3125,-4.0,-5.6875,15.6875,0.09,9.61,-0.36,0.0,0.0,-0.0625
sample_drive_3,2020-05-31 08:11:04.630453,9,-9,7.75,0.3125,92.3125,-4.0,-5.6875,15.25,0.1,9.62,-0.37,0.0625,0.0,-0.125
sample_drive_3,2020-05-31 08:11:06.646136,9,-9,7.75,0.3125,92.3125,-3.25,-5.375,13.75,0.11,9.61,-0.39,-0.0625,-0.25,0.0
sample_drive_3,2020-05-31 08:11:08.661523,9,-9,7.75,0.3125,92.3125,-4.0,-6.0625,14.875,0.08,9.61,-0.37,0.0,0.0,-0.0625
sample_drive_3,2020-05-31 08:11:10.675980,9,-9,7.75,0.3125,92.3125,-3.6875,-5.6875,15.25,0.1,9.61,-0.38,0.0625,0.0,0.0
sample_drive_3,2020-05-31 08:11:12.690936,9,-9,7.75,0.3125,92.3125,-3.6875,-5.6875,14.5,0.09,9.62,-0.4,0.0,0.0625,0.0625
sample_drive_3,2020-05-31 08:11:14.707580,9,-9,7.8125,0.3125,92.3125,-3.6875,-5.0625,15.6875,0.29,9.42,-0.26,-0.1875,0.1875,0.5625
